user_id,umap_0,umap_1,umap_2,umap_3,umap_4,clst_se_act_chain_weekday_umap5d_size1000_sample200
0032d867-f7d3-40c2-a832-bf170fae4eef,9.022918,9.803519,9.066478,1.6988438,8.347303,1
00334dc2-f1c0-41f6-ab10-0ab90eddd99a,11.241931,6.6473403,9.838685,-0.08846412,5.74334,0
00336fb4-6e93-48ed-a3e0-ba3b59d29cca,9.22782,2.7826734,7.475889,-0.779801,7.882523,0
003385fd-23b5-4511-a08e-63d38e5a7c8c,9.997026,2.5981169,10.846235,2.6936402,7.8637953,0
00343726-0c54-436d-a187-960be55d87d3,11.169108,5.9727364,9.539825,-0.2116254,4.73877,0
003584c8-2ecf-4fe1-a561-268a49fbfed2,9.254532,2.497041,8.713884,0.71423954,1.5832701,0
0035ce54-476b-4360-a8fc-069bfa1f825f,9.673069,2.0789104,10.439741,2.4565005,7.684147,0
0036ef08-2d6e-45e5-a80c-d95f91896213,10.696945,5.491497,9.218687,-0.8481023,5.5408597,0
0037635c-8de2-41c1-a201-e28382efdc32,9.755338,3.505279,8.480881,0.051629376,1.8980825,0
0038aad8-85bd-4cf4-a8a7-ba97bce57610,8.704879,1.5951033,10.167643,-0.62932605,8.36462,0
00394904-abb6-4be0-abff-4530fb49e045,10.191086,3.5223887,11.467266,2.5779667,9.025062,0
003bc7e5-24dd-42f9-a5ac-385b88f25550,9.222432,1.5611727,9.728459,-0.27894023,7.0116997,0
003cc372-4a06-4607-af82-17190e4a6ac8,10.244471,1.0278326,10.417193,-1.5176493,6.7352047,0
003cd7c1-4794-4af3-a036-becaebc80f28,9.163056,1.8446144,8.458571,2.646253,8.067004,0
003d0534-f1e5-4c85-a97b-7b56739bf2a8,9.447405,3.889397,8.292946,0.40469858,1.7147384,0
003d2a56-ba5e-48f2-af69-2a62705d501b,9.690733,4.1143436,8.296215,0.102672026,2.0004187,0
003e0d2b-a379-44bf-a823-d090037ca0c9,9.069092,2.801765,7.4586434,-0.7587526,7.9430532,0
003e9a1c-cfb5-4e36-a712-e79d730f35a6,9.337053,3.6863291,9.933477,-0.8891633,9.037661,0
003efb35-d97d-42ab-a4a0-35997864968d,9.879004,1.8799305,9.4211,1.6982365,8.311186,0
003fe6bb-e53c-4a65-a5df-3b058313a846,10.103962,2.1670146,10.254471,2.338134,7.359652,0
0040a3ce-a670-42ce-a2ff-083e286f0fa2,9.986848,4.3198557,8.431007,-0.07360912,2.7024004,0
